,QID,EID,QPA,PAA,IPA,ISA,Label
10404,Mercury_SC_400190,9819-ae13-de40-e583,0,0,0,0,0
10405,Mercury_SC_400190,82b9-31d9-285c-ed0b,0.6,0,0,4.2,0
10406,Mercury_SC_400190,20ac-3022-d732-df85,0,0,0,0,0
10407,Mercury_SC_400190,3823-1fac-a50b-665f,0.6,0.338019378,0.3,3.6,0
10408,Mercury_SC_400190,d8d9-4774-8a52-3a0d,0,0,0,4.8,0
10409,Mercury_SC_400190,d444-1a28-c2ef-6421,0,0,0,4.8,0
10410,NYSEDREGENTS_2011_8_39,0b4c-355e-1cca-d698,0,0,0,0,1
10411,NYSEDREGENTS_2011_8_39,5dd5-792a-bfa8-6275,0,0,0,0,0
10412,NYSEDREGENTS_2011_8_39,46e6-9074-4802-bd21,0,0,0,0,0
10413,NYSEDREGENTS_2011_8_39,111c-c368-487f-d364,0,0,0,0,0
10414,NYSEDREGENTS_2011_8_39,3881-0fe6-6ff7-2b51,0,0.6,0,4.2,0
10415,NYSEDREGENTS_2011_8_39,4cbb-5f96-4d29-b4f5,0,0,0,0,0
10416,NYSEDREGENTS_2011_8_39,488c-1538-f56c-cd87,0,0.6,0,4.2,0
10417,NYSEDREGENTS_2011_8_39,c5a4-2b32-95ad-bc14,0,0,0,3.022411967,0
10418,NYSEDREGENTS_2011_8_39,77f9-749f-9394-ae34,0,0,0,4.8,0
10419,NYSEDREGENTS_2011_8_39,dada-1ff5-eaf9-f0d7,0,0,0,4.8,0
10420,NYSEDREGENTS_2011_8_39,6a49-debe-d849-99a2,0,0,0,4.8,0
10421,NYSEDREGENTS_2011_8_39,d8d9-4774-8a52-3a0d,0,0,0,4.8,0
10422,NYSEDREGENTS_2011_8_39,82b9-31d9-285c-ed0b,0,0,0,0,0
10423,NYSEDREGENTS_2011_8_39,45a4-97a7-5902-490d,0,0,0,0,0
10424,NYSEDREGENTS_2011_8_39,24d3-0886-1cda-f1c5,0,0,0,4.8,0
10425,NYSEDREGENTS_2011_8_39,2a93-fc4e-e52c-6897,0,0,0,4.8,0
10426,NYSEDREGENTS_2011_8_39,a3a9-88b4-59db-d0b9,0.6,0,0,3.075904646,0
10427,NYSEDREGENTS_2011_8_39,f5e4-ab86-f5de-6a5f,0,0,0,4.3,0
10428,NYSEDREGENTS_2011_8_39,601c-769f-dd7e-cb0e,0,0,0,4.575180929,0
10429,NYSEDREGENTS_2011_8_39,1435-7afa-ec2f-fb78,0,0,0,4.3,0
10430,NYSEDREGENTS_2011_8_39,06f5-8cbc-7ae5-111f,0,0,0,0,0
10431,NYSEDREGENTS_2011_8_39,e094-f38a-c2c7-8407,0,0,0,0,0
10432,NYSEDREGENTS_2011_8_39,d4ac-e69f-474a-08ed,0,0,0,0,0
10433,NYSEDREGENTS_2011_8_39,8c18-c36b-a89a-60ec,0,0,0,4.8,0
10434,NYSEDREGENTS_2011_8_39,2195-8880-3362-9682,0,0,0,0,0
10435,NYSEDREGENTS_2011_8_39,8d24-c370-d9f6-efec,0,0,0,0,0
10436,NYSEDREGENTS_2011_8_39,9e1f-a1a8-643b-0b8c,0,0,0,0,0
10437,NYSEDREGENTS_2011_8_39,4c94-0fda-2517-dea2,0,0,0,4.8,0
10438,NYSEDREGENTS_2011_8_39,20ac-3022-d732-df85,0,0,0,0,0
10439,NYSEDREGENTS_2011_8_39,982b-08d3-f40e-289f,0,0,0,4.8,0
10440,Mercury_405064,06de-ca22-f447-d929,0,0.386594987,0,4.2,1
10441,Mercury_405064,3092-233a-f999-2512,0,0,0,4.8,1
10442,Mercury_405064,2ecb-0579-1d5f-6cd2,0,0,0,4.8,1
10443,Mercury_405064,1a70-2ddd-7f85-17ae,0,0,0,0,1
10444,Mercury_405064,b877-a58b-f75a-3998,0,0,0,0,1
10445,Mercury_405064,f881-bd1d-4ff7-700f,0,0,0,4.8,1
10446,Mercury_405064,7b14-3b1d-7f2e-ae55,1.2,0,0,2.884906657,1
10447,Mercury_405064,cc92-3103-fbe1-a87a,0,0,0,0,1
10448,Mercury_405064,601c-769f-dd7e-cb0e,0.6,0,0,4.2,0
10449,Mercury_405064,d24e-3153-b652-ccfa,0,0,0,0,0
10450,Mercury_405064,4181-279d-7173-5195,0,0,0,4.8,0
10451,Mercury_405064,c5a4-2b32-95ad-bc14,0.6,0,0,4.2,0
10452,Mercury_405064,1c25-34e6-67f5-e7a6,0,0,0,4.8,0
10453,Mercury_405064,aff0-c92e-1725-a8fb,0,0,0,0,0
10454,Mercury_405064,63a7-ea04-bdff-6d2c,0,0,0,0,0
10455,Mercury_405064,bc22-ba46-53be-ea3a,0.6,0,0,4.2,0
10456,Mercury_405064,1b14-afc4-9d2b-8dbd,0,0,0,4.8,0
10457,Mercury_405064,bed3-1cec-6cf8-d027,0,0,0,0,0
10458,Mercury_405064,66c6-7f39-f5b3-2037,0,0,0,0,0
10459,Mercury_405064,cab1-f3c3-59de-b682,0,0,0,4.8,0
10460,Mercury_405064,bfa4-74ef-3e51-a3cb,0,0,0,0,0
10461,Mercury_405064,4084-fc3a-3d6f-6346,1.2,0,0,3.6,0
10462,Mercury_405064,0cac-60e6-ae3d-50ec,0,0,0,0,0
10463,Mercury_405064,dd64-2412-f733-7659,0,0,0,0,0
10464,Mercury_405064,20e2-689d-b7c6-528a,0,0,0,0,0
10465,Mercury_405064,623f-9df0-d179-3917,0.6,0,0,4.2,0
10466,Mercury_405064,88c2-bbdf-af6c-6742,0,0,0,0,0
10467,Mercury_405064,488c-1538-f56c-cd87,0.6,0,0,4.2,0
10468,Mercury_405064,284a-87d1-15e3-b74b,0,0,0,0,0
10469,Mercury_405064,ab43-8cff-27a8-2727,0.695658485,0,0,3.6,0
10470,MDSA_2010_8_39,3ca8-12fc-c873-c688,1.2,1.2,0,2.4,1
10471,MDSA_2010_8_39,244e-0024-b731-9ef5,0.6,0,0,4.2,0
10472,MDSA_2010_8_39,c5a4-2b32-95ad-bc14,0,0,0,0,0
10473,MDSA_2010_8_39,24d3-0886-1cda-f1c5,1.2,0,0,3.6,0
10474,MDSA_2010_8_39,66a3-8213-aabe-5609,0.6,0,0,4.046338106,0
10475,MDSA_2010_8_39,4181-279d-7173-5195,0.6,0,0,4.2,0
10476,MDSA_2010_8_39,d4ac-e69f-474a-08ed,0.6,0,0,4.2,0
10477,MDSA_2010_8_39,18f3-bb02-623d-b420,0.6,0,0,4.2,0
10478,MDSA_2010_8_39,9cbb-ed49-3d48-75f4,1.2,0,0,3.6,0
10479,MDSA_2010_8_39,82b9-31d9-285c-ed0b,0,0,0,0,0
10480,MDSA_2010_8_39,0b4c-355e-1cca-d698,0,0,0,0,0
10481,MDSA_2010_8_39,e52b-5483-6739-4e8d,1.2,0,0,3.6,0
10482,MDSA_2010_8_39,0b8a-d16a-4a24-14c5,0.6,0,0,4.2,0
10483,MDSA_2010_8_39,03c9-c7da-d7bd-31b3,0,0,0,0,0
10484,MDSA_2010_8_39,f36d-2454-17e6-5c90,0,0,0,4.8,0
10485,MDSA_2010_8_39,f058-dc42-3994-4b33,0,0,0,4.8,0
10486,MDSA_2010_8_39,4916-83af-ba89-9fc8,0,0,0,0,0
10487,MDSA_2010_8_39,1cfe-ae6c-8ca4-2bd2,0,0,0,0,0
10488,MDSA_2010_8_39,f753-aa2a-323e-a18d,1.8,0,0,3,0
10489,MDSA_2010_8_39,5dd5-792a-bfa8-6275,0,0,0,0,0
10490,MDSA_2010_8_39,46e6-9074-4802-bd21,0,0,0,0,0
10491,MDSA_2010_8_39,111c-c368-487f-d364,0,0,0,0,0
10492,MDSA_2010_8_39,7d84-2263-9ae5-822c,0,0,0,0,0
10493,MDSA_2010_8_39,ed8d-bde2-25a7-6d34,0.6,0,0,4.2,0
10494,MDSA_2010_8_39,dada-1ff5-eaf9-f0d7,0,0,0,0,0
10495,MDSA_2010_8_39,20ac-3022-d732-df85,0,0,0,0,0
10496,MDSA_2010_8_39,3881-0fe6-6ff7-2b51,0,0,0,4.8,0
10497,MDSA_2010_8_39,601c-769f-dd7e-cb0e,0,0,0,0,0
10498,MDSA_2010_8_39,3489-a424-c6b0-568a,0,0,0,0,0
10499,MDSA_2010_8_39,a979-cbd2-fb2d-175e,0.6,0,0,4.2,0
10500,Mercury_7033810,86ae-9fcc-40d0-77ab,0,0,0,4.8,1
10501,Mercury_7033810,5ea5-d64d-d43e-4ef8,0,0,0,4.566533171,1
10502,Mercury_7033810,cab1-f3c3-59de-b682,0,0,0,4.8,1
10503,Mercury_7033810,3092-233a-f999-2512,0.6,0,0,4.2,1
10504,Mercury_7033810,4bc3-00d6-bc97-8838,0,0,0,0,1
10505,Mercury_7033810,d116-6f25-b3ac-7d88,0.6,0,0,4.036187163,1
10506,Mercury_7033810,f59c-9a1b-f57b-d689,0.6,-0.4,0.9,3.391895502,1
10507,Mercury_7033810,4253-4b9e-1e5f-1742,0,0,0,0,1
10508,Mercury_7033810,d1b6-ccd1-514a-b7d9,1.2,0,0,3.095562913,0
10509,Mercury_7033810,ed8d-bde2-25a7-6d34,0.6,0,0,4.2,0
10510,Mercury_7033810,601c-769f-dd7e-cb0e,0,0,0,0,0
10511,Mercury_7033810,20ac-3022-d732-df85,0,0,0,0,0
10512,Mercury_7033810,2661-4bb8-18ac-a908,0,0.311333204,0,4.2,0
10513,Mercury_7033810,3fdc-68e4-e076-d381,0,0,0,4.636187163,0
10514,Mercury_7033810,3881-0fe6-6ff7-2b51,0,0,0,0,0
10515,Mercury_7033810,9059-174e-fc66-fd7a,0,0,0,0,0
10516,Mercury_7033810,53ec-933f-7116-dcaf,0,0,0,0,0
10517,Mercury_7033810,5dd5-792a-bfa8-6275,0,0,0,4.8,0
10518,Mercury_7033810,66a3-8213-aabe-5609,0,0,0,4.8,0
10519,Mercury_7033810,24d3-0886-1cda-f1c5,0.6,0,0,4.2,0
10520,Mercury_7033810,e5c6-c007-ec45-6843,0,0,0,0,0
10521,Mercury_7033810,111c-c368-487f-d364,0,0,0,0,0
10522,Mercury_7033810,fae5-1f95-1138-9bc4,0,0,0,0,0
10523,Mercury_7033810,c5a4-2b32-95ad-bc14,0,0,0,4.8,0
10524,Mercury_7033810,cb44-c094-9e51-f22c,0.704437087,0,0,3.6,0
10525,Mercury_7033810,1cfe-ae6c-8ca4-2bd2,0.6,0,0,4.2,0
10526,Mercury_7033810,46e6-9074-4802-bd21,0,0,0,0,0
10527,Mercury_7033810,82b9-31d9-285c-ed0b,0,0,0,0,0
10528,Mercury_7033810,c962-dbaf-be19-1b47,0,0,0,0,0
10529,Mercury_7033810,d4ac-e69f-474a-08ed,0,0,0,0,0
10530,Mercury_7015943,a80a-0d0f-170f-9bd4,1.8,0,0,3,1
10531,Mercury_7015943,d4ac-e69f-474a-08ed,1.2,1.2,0,2.4,1
10532,Mercury_7015943,e3d4-7d0a-33ae-17db,2.4,0,0,2.4,0
10533,Mercury_7015943,96ff-31bb-ea13-9aff,0,0,0,0,0
10534,Mercury_7015943,20ac-3022-d732-df85,0,0,0,0,0
10535,Mercury_7015943,3881-0fe6-6ff7-2b51,0,0,0,0,0
10536,Mercury_7015943,e73f-198c-a896-b428,1.8,0,0,3,0
10537,Mercury_7015943,ebb4-ac9f-a65c-44c9,0,0,0,0,0
10538,Mercury_7015943,90e6-d564-d603-ce58,1.8,0,0,3,0
10539,Mercury_7015943,24d3-0886-1cda-f1c5,0,0.6,0,4.2,0
10540,Mercury_7015943,651d-a71f-a75e-84f7,1.2,0,0,3.6,0
10541,Mercury_7015943,6b63-3618-ee96-78b4,0,0,0,0,0
10542,Mercury_7015943,6872-ab9b-e656-ad37,0,0,0,0,0
10543,Mercury_7015943,9c5e-a6ea-6e77-4f1e,1.8,0,0,3,0
10544,Mercury_7015943,ed8d-bde2-25a7-6d34,0,0,0,0,0
10545,Mercury_7015943,2db1-ab10-ff6c-cc17,0,0,0,0,0
10546,Mercury_7015943,1cfe-ae6c-8ca4-2bd2,0.6,0,0,4.2,0
10547,Mercury_7015943,5691-7336-e6d1-7a3d,0,0,0,4.8,0
10548,Mercury_7015943,02dc-cd37-581a-992b,0,0,0,4.8,0
10549,Mercury_7015943,5e16-a810-e94d-c6bf,0,0,0,0,0
10550,Mercury_7015943,1c07-31fc-537b-f021,0,0,0,4.8,0
10551,Mercury_7015943,75ea-1f13-1604-da58,0,0,0,0,0
10552,Mercury_7015943,3148-e494-1210-32aa,0.6,0,0,4.2,0
10553,Mercury_7015943,8de7-2eab-c43a-5f70,0,0,0,0,0
10554,Mercury_7015943,b071-dc6e-dcc4-c885,0,0,0,0,0
10555,Mercury_7015943,214a-9ca3-2983-aa79,1.2,0,0,3.6,0
10556,Mercury_7015943,7ab2-0e60-962b-f6ab,0,0,0,4.8,0
10557,Mercury_7015943,82b9-31d9-285c-ed0b,0,0.6,0,4.2,0
10558,Mercury_7015943,0833-8195-faef-3855,0,0,0,0,0
10559,Mercury_7015943,5c21-873c-7d14-83ef,0,0,0,0,0
10560,Mercury_7011218,ed8d-bde2-25a7-6d34,0.6,0,0,4.2,1
10561,Mercury_7011218,a80a-0d0f-170f-9bd4,0,0.6,0,4.2,1
10562,Mercury_7011218,68e7-d61a-6146-b526,0.6,0,0,4.2,1
10563,Mercury_7011218,e3d4-7d0a-33ae-17db,0.917054508,0,0,3.6,1
10564,Mercury_7011218,4bca-7771-01b5-a2f6,0,0,0,0,1
10565,Mercury_7011218,90e6-d564-d603-ce58,0,0,0,4.8,0
10566,Mercury_7011218,8d8c-3057-ce7d-c4df,0.6,0,0,4.2,0
10567,Mercury_7011218,82b9-31d9-285c-ed0b,0.6,0,0,4.2,0
10568,Mercury_7011218,3148-e494-1210-32aa,0,0,0,0,0
10569,Mercury_7011218,a7fc-71a9-609d-ae33,1.8,0,0,3,0
10570,Mercury_7011218,3881-0fe6-6ff7-2b51,0,0,0,0,0
10571,Mercury_7011218,20ac-3022-d732-df85,0,0,0,0,0
10572,Mercury_7011218,9cbb-ed49-3d48-75f4,0,0,0,0,0
10573,Mercury_7011218,3547-7689-fb87-ee96,1.8,0,0,3,0
10574,Mercury_7011218,e7ef-f3d7-fd77-fb24,1.8,0,0,3,0
10575,Mercury_7011218,111c-c368-487f-d364,1.8,0,0,3,0
10576,Mercury_7011218,6872-ab9b-e656-ad37,0,0,0,0,0
10577,Mercury_7011218,66a3-8213-aabe-5609,0,0,0,0,0
10578,Mercury_7011218,76d4-a132-2a61-e11b,1.2,0,0,3.6,0
10579,Mercury_7011218,34a2-9d5f-692b-4898,1.8,0,0,3,0
10580,Mercury_7011218,e1ae-b51c-1770-3db1,0,0,0,0,0
10581,Mercury_7011218,e1ac-5476-f575-13cf,0,0,0,0,0
10582,Mercury_7011218,8c01-39ba-c26c-f060,1.2,0,0,3.6,0
10583,Mercury_7011218,d7f6-1eed-ab83-7961,1.8,0,0,3,0
10584,Mercury_7011218,5dd5-792a-bfa8-6275,0,0,0,0,0
10585,Mercury_7011218,75ea-1f13-1604-da58,0,0,0,4.8,0
10586,Mercury_7011218,1cfe-ae6c-8ca4-2bd2,0,0,0,0,0
10587,Mercury_7011218,46e6-9074-4802-bd21,0,0,0,0,0
10588,Mercury_7011218,e809-4443-23c0-ee01,0,0,0,0,0
10589,Mercury_7011218,d4ac-e69f-474a-08ed,0,0,0,0,0
10590,Mercury_7142730,b043-79cc-a77e-e968,0.6,0.363980893,0,3.348902123,1
10591,Mercury_7142730,db0b-31a1-91ab-6996,0.6,0,0,4.2,1
10592,Mercury_7142730,bfa4-74ef-3e51-a3cb,0.6,0,0,4.2,1
10593,Mercury_7142730,e57b-18c2-73ff-869b,0,0,0,0,1
10594,Mercury_7142730,306b-fdd7-ee4f-c35e,0,0.363980893,0,4.046338106,0
10595,Mercury_7142730,111c-c368-487f-d364,0,0,0,0,0
10596,Mercury_7142730,3bc7-74c9-307f-6f56,0.6,0,0,4.2,0
10597,Mercury_7142730,f07f-1dd3-5389-7c52,0,0,0,0,0
10598,Mercury_7142730,cd91-ad1d-4230-cb44,0,0.363980893,0,3.953778846,0
10599,Mercury_7142730,5dd5-792a-bfa8-6275,0,0,0,0,0
10600,Mercury_7142730,18f3-bb02-623d-b420,0.6,0,0,3.318771323,0
10601,Mercury_7142730,c457-baf0-ed17-9213,0,0,0,0,0
10602,Mercury_7142730,46e6-9074-4802-bd21,0,0,0,0,0
10603,Mercury_7142730,9cbb-ed49-3d48-75f4,0,0,0,0,0
10604,Mercury_7142730,6937-c405-6853-efb2,0,0,0,0,0
10605,Mercury_7142730,601c-769f-dd7e-cb0e,0.6,0,0,3.075904646,0
10606,Mercury_7142730,0b4c-355e-1cca-d698,0,0,0,0,0
10607,Mercury_7142730,3881-0fe6-6ff7-2b51,0,0,0,0,0
10608,Mercury_7142730,20ac-3022-d732-df85,0,0,0,4.8,0
10609,Mercury_7142730,e7f5-ef72-fa09-c31a,0,0,0,0,0
10610,Mercury_7142730,1cfe-ae6c-8ca4-2bd2,0,0,0,4.8,0
10611,Mercury_7142730,82b9-31d9-285c-ed0b,0.6,0,0,4.2,0
10612,Mercury_7142730,a9ac-d323-5208-7945,0,0,0,0,0
10613,Mercury_7142730,24d3-0886-1cda-f1c5,0,0,0,4.8,0
10614,Mercury_7142730,c5a4-2b32-95ad-bc14,0,0,0,4.8,0
10615,Mercury_7142730,d4ac-e69f-474a-08ed,0,0,0,0,0
10616,Mercury_7142730,b1d2-660c-6f63-cfd8,0.6,0,0,3.075904646,0
10617,Mercury_7142730,ed8d-bde2-25a7-6d34,0,0,0,4.8,0
10618,Mercury_7142730,66a3-8213-aabe-5609,0.6,0,0,4.2,0
10619,Mercury_7142730,dada-1ff5-eaf9-f0d7,0,0,0,0,0
10620,Mercury_7223125,3dd5-171b-5cd8-bf0d,0,0.426126667,0,3.873873333,1
10621,Mercury_7223125,3144-f8f2-43a4-8712,1.2,0,0,3.6,0
10622,Mercury_7223125,2e63-9603-ef3a-41be,0,0,0,0,0
10623,Mercury_7223125,b560-68a2-6ddb-ce23,0,0,0,4.338329857,0
10624,Mercury_7223125,e8e9-20d2-8931-d1f8,0,0,0,4.516696131,0
10625,Mercury_7223125,e30b-6621-73f9-b0a3,0,0,0,0,0
10626,Mercury_7223125,f816-1655-1cf3-5988,0,0,0,0,0
10627,Mercury_7223125,d24e-3153-b652-ccfa,0,0,0,0,0
10628,Mercury_7223125,bed3-1cec-6cf8-d027,0,0,0,0,0
10629,Mercury_7223125,89b7-8583-941a-df9d,0,0,0,4.039732917,0
10630,Mercury_7223125,8379-1173-6c94-ddd3,0,0,0,0,0
10631,Mercury_7223125,975a-d2c3-58d4-53bc,0,0,0,0,0
10632,Mercury_7223125,0342-b4ed-ed5d-6fdf,0,0,0,0,0
10633,Mercury_7223125,306b-fdd7-ee4f-c35e,0,0,0,4.8,0
10634,Mercury_7223125,4849-d977-c75a-e8fb,0,0,0,0,0
10635,Mercury_7223125,f17e-69ee-218e-972f,0.6,0,0,4.2,0
10636,Mercury_7223125,1d23-0d63-0b01-1daf,0.6,0,0,3.310967918,0
10637,Mercury_7223125,be42-bfb1-ed75-4dbf,0,0,0,3.729450958,0
10638,Mercury_7223125,e7f5-ef72-fa09-c31a,0,0,0,4.8,0
10639,Mercury_7223125,b043-79cc-a77e-e968,0,0,0,4.8,0
10640,Mercury_7223125,7909-f63c-46d1-01a2,1.2,0,0,2.839732917,0
10641,Mercury_7223125,f2b1-50f6-7596-7020,0,0,0,4.005324227,0
10642,Mercury_7223125,8338-7ef7-2f71-731d,0,0,0,0,0
10643,Mercury_7223125,70dc-b681-ffcd-e130,0,0,0,0,0
10644,Mercury_7223125,64e8-5ddc-3075-fe6e,0,0,0,0,0
10645,Mercury_7223125,ab43-8cff-27a8-2727,0,0,0,0,0
10646,Mercury_7223125,b5ca-9f64-d6d6-6783,1.2,0,0,3.6,0
10647,Mercury_7223125,536c-2d19-0c19-8690,0,0.771096534,0,3.374959691,0
10648,Mercury_7223125,3adc-d416-2c7e-2177,0,0,0,0,0
10649,Mercury_7223125,9d65-2cd1-cfde-9967,0,0,0,3.588667776,0
10650,NYSEDREGENTS_2009_8_41,b51f-8f89-a54a-72a4,1.2,1.2,0,2.4,1
10651,NYSEDREGENTS_2009_8_41,f4dc-5030-6255-a1f8,0,0,0,4.8,1
10652,NYSEDREGENTS_2009_8_41,5308-44ff-2f95-749f,0,0,0,4.8,1
10653,NYSEDREGENTS_2009_8_41,4b19-6562-88d8-292b,0,0,0,0,1
10654,NYSEDREGENTS_2009_8_41,6952-5428-3a54-cea9,0,0,0,4.8,0
10655,NYSEDREGENTS_2009_8_41,30cb-93b0-59c3-f2e0,0,0,0,4.8,0
10656,NYSEDREGENTS_2009_8_41,c1d3-4ab4-b443-aac3,0,0,0,4.8,0
10657,NYSEDREGENTS_2009_8_41,c1c4-7f5d-c29b-76c6,0,0,0,0,0
10658,NYSEDREGENTS_2009_8_41,80f0-202c-0427-9ddc,0,0,0,0,0
10659,NYSEDREGENTS_2009_8_41,c23b-f665-cd04-dafd,0,0,0,0,0
10660,NYSEDREGENTS_2009_8_41,fb40-15de-e88b-9743,0.6,0,0,4.2,0
10661,NYSEDREGENTS_2009_8_41,6ef3-e97a-c86e-ecc4,0.6,0,0,4.2,0
10662,NYSEDREGENTS_2009_8_41,a569-d89b-a113-f74d,0,0,0,4.8,0
10663,NYSEDREGENTS_2009_8_41,e58d-03a1-b94d-942d,0,0,0,4.8,0
10664,NYSEDREGENTS_2009_8_41,1d23-0d63-0b01-1daf,0,0,0,0,0
10665,NYSEDREGENTS_2009_8_41,2dc8-0f5e-7f78-4dce,0,0,0,4.8,0
10666,NYSEDREGENTS_2009_8_41,bb20-e0e5-41ea-87c6,1.8,0,0,3,0
10667,NYSEDREGENTS_2009_8_41,d22b-a7bb-0814-9332,0,0,0,0,0
10668,NYSEDREGENTS_2009_8_41,9885-6337-f26c-cfbd,0,0,0,4.8,0
10669,NYSEDREGENTS_2009_8_41,2ebb-fce7-3fb0-eb17,0,0,0,4.8,0
10670,NYSEDREGENTS_2009_8_41,d4e2-9dc8-72be-627f,0,0,0,0,0
10671,NYSEDREGENTS_2009_8_41,fe8a-cac7-56ce-3982,0,0,0,0,0
10672,NYSEDREGENTS_2009_8_41,cccb-d2de-889d-082b,0,0,0,0,0
10673,NYSEDREGENTS_2009_8_41,1201-f310-a3c3-b88d,0,0,0,0,0
10674,NYSEDREGENTS_2009_8_41,2569-8920-d231-b576,0,0,0,0,0
10675,NYSEDREGENTS_2009_8_41,9156-3212-805b-fd3d,0,0,0,0,0
10676,NYSEDREGENTS_2009_8_41,e1cb-6dbd-0bf8-8d18,0,0,0,0,0
10677,NYSEDREGENTS_2009_8_41,c71c-f0da-3930-67f0,0.6,0,0,4.2,0
10678,NYSEDREGENTS_2009_8_41,fc5f-2782-f40d-59a5,0,0,0,0,0
10679,NYSEDREGENTS_2009_8_41,5c25-2129-40a6-71ea,0,0,0,4.8,0
10680,Mercury_7210928,9cea-7fba-e1c5-f8b3,0,0.6,0,3.940393171,1
10681,Mercury_7210928,9e1f-a1a8-643b-0b8c,0,0,0,0,1
10682,Mercury_7210928,462f-0e75-97ec-060c,0,0,0,0,0
10683,Mercury_7210928,278c-e0f0-c1e1-2258,0,0.6,0,3.6,0
10684,Mercury_7210928,4c94-0fda-2517-dea2,0,0,0,4.8,0
10685,Mercury_7210928,8c18-c36b-a89a-60ec,0,0,0,4.8,0
10686,Mercury_7210928,4cbb-5f96-4d29-b4f5,0,0,0,4.8,0
10687,Mercury_7210928,dc80-6330-427e-36ff,0,0,0,0,0
10688,Mercury_7210928,7aaf-57e4-789b-3231,0,0.6,0,3.680786341,0
10689,Mercury_7210928,2195-8880-3362-9682,0,0,0,0,0
10690,Mercury_7210928,b3a8-1d25-2e10-aa8d,0,0,0,0,0
10691,Mercury_7210928,e30b-6621-73f9-b0a3,1.2,0,0,1.6,0
10692,Mercury_7210928,3033-d050-eb10-b696,0.6,0,0,3.630805164,0
10693,Mercury_7210928,0ca3-2e13-d079-48ae,1.2,0,0,3.258483098,0
10694,Mercury_7210928,982b-08d3-f40e-289f,0,0,0,0,0
10695,Mercury_7210928,486b-5779-6446-5a7c,0,0,0,0,0
10696,Mercury_7210928,6a49-debe-d849-99a2,0.6,0,0,4.2,0
10697,Mercury_7210928,1435-7afa-ec2f-fb78,0,0,0,4.8,0
10698,Mercury_7210928,d8d9-4774-8a52-3a0d,0,0,0,4.8,0
10699,Mercury_7210928,06f5-8cbc-7ae5-111f,0,0,0,0,0
10700,Mercury_7210928,4493-589b-f126-ea3e,0,0,0,0,0
10701,Mercury_7210928,45a4-97a7-5902-490d,0,0,0,0,0
10702,Mercury_7210928,f5e4-ab86-f5de-6a5f,0,0,0,4.8,0
10703,Mercury_7210928,6cfd-e59f-1413-76ff,0,0,0,0,0
10704,Mercury_7210928,e094-f38a-c2c7-8407,0,0,0,0,0
10705,Mercury_7210928,8d24-c370-d9f6-efec,0,0,0,0,0
10706,Mercury_7210928,77f9-749f-9394-ae34,0,0,0,4.8,0
10707,Mercury_7210928,2a93-fc4e-e52c-6897,0,0,0,4.8,0
10708,Mercury_7210928,0b4c-355e-1cca-d698,0,0,0,0,0
10709,Mercury_7210928,2409-ed0d-1b70-3060,0,0,0,4.8,0
10710,MDSA_2007_5_40,4cbb-5f96-4d29-b4f5,0,0,0,0,1
10711,MDSA_2007_5_40,c491-9f0f-8947-cd1b,0,0.6,0,4.2,1
10712,MDSA_2007_5_40,b62f-8dfd-e486-3a96,0,0,0,0,1
10713,MDSA_2007_5_40,df44-1d34-37d8-5123,0,0,0,0,0
10714,MDSA_2007_5_40,45f5-854b-a9a9-d2e7,0,0,0,0,0
10715,MDSA_2007_5_40,523a-4a3c-c4a9-e681,0,0,0,0,0
10716,MDSA_2007_5_40,c989-b804-971a-ebd4,1.8,0,0,3,0
10717,MDSA_2007_5_40,2355-0cfa-86f8-5767,0,0,0,4.8,0
10718,MDSA_2007_5_40,a687-4d6c-825b-27a4,0,0,0,0,0
10719,MDSA_2007_5_40,8d24-c370-d9f6-efec,0,0,0,0,0
10720,MDSA_2007_5_40,4c94-0fda-2517-dea2,0.6,0,0,4.2,0
10721,MDSA_2007_5_40,6f65-9a3a-f9f4-0c74,0,0,0,0,0
10722,MDSA_2007_5_40,0f63-0b4e-b0a3-6638,3,0,0,1.8,0
10723,MDSA_2007_5_40,4f1d-c03f-115a-0bd5,2.4,0,0,2.4,0
10724,MDSA_2007_5_40,ef04-96f5-1898-e701,2.4,0,0,2.4,0
10725,MDSA_2007_5_40,1435-7afa-ec2f-fb78,0,0,0,0,0
10726,MDSA_2007_5_40,b4d7-903b-7d1b-fed0,0,0,0,0,0
10727,MDSA_2007_5_40,2b35-1f1c-4f5d-e8e9,0,0,0,0,0
10728,MDSA_2007_5_40,51e6-e28b-9682-34e4,0,0,0,0,0
10729,MDSA_2007_5_40,1b2f-e95c-68f1-e31e,0,0,0,0,0
10730,MDSA_2007_5_40,462f-0e75-97ec-060c,3,0,0,1.8,0
10731,MDSA_2007_5_40,9cc5-f9fc-8ca8-2fe1,1.2,0,0,3.6,0
10732,MDSA_2007_5_40,e65a-df84-fcd2-733c,1.8,0,0,3,0
10733,MDSA_2007_5_40,a985-0902-72c4-d8ff,2.4,0,0,2.4,0
10734,MDSA_2007_5_40,a979-cbd2-fb2d-175e,0,0,0,4.8,0
10735,MDSA_2007_5_40,488c-1538-f56c-cd87,0.6,0,0,4.2,0
10736,MDSA_2007_5_40,24cb-9b36-6469-e83f,0.6,0,0,4.2,0
10737,MDSA_2007_5_40,ebb0-2d7d-5836-60f1,0,0,0,0,0
10738,MDSA_2007_5_40,813f-2778-ed53-0c9f,2.4,0,0,2.4,0
10739,MDSA_2007_5_40,782c-5d2a-36fe-5676,2.4,0,0,2.4,0
